objectid,stationcode,sampledate,fieldreplicate,sampletypecode,fieldsampleid,labsampleid,labbatch,analysisdate,labreplicate,matrixname,methodname,analytename,fractionname,unit,dilfactor,result,resqualcode,mdl,rl,qacode,expectedvalue,labagencycode,labresultcomments,globalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,login_owner,login_year,login_project,lastchangedate,submissionid
1560,801M12684,2019-06-04T07:00:00Z,1,Grab,801M12684,64324-R1,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,343.0,=,1,1,None,-88,PEL,,{A28AA5F2-5216-4B66-8F20-FEE0DD3D96C2},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1573,801M12684,2019-06-04T07:00:00Z,1,Grab,801M12684,64324-R2,Physis_C-42133_W_SpecCon,2019-06-14T17:00:00Z,2,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,1550.0,=,1,1,None,-88,PEL,RPD 0,{564C9E3F-8348-4976-B5DF-F1DB09F3AFB1},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1585,LABQA,2019-06-10T07:00:00Z,1,LabBlank,LABQA,64375-B1,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88.0,ND,1,1,None,-88,PEL,,{9805D5F6-6E91-4CB5-87CC-0555AD93A764},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1612,LABQA,2019-06-07T07:00:00Z,1,LabBlank,LABQA,64375-B1,Physis_C-42130_W_TURB,2019-06-07T23:00:00Z,1,blankwater,EPA 180.1,Turbidity,Total,NTU,1,-88.0,ND,0.02,0.02,None,-88,PEL,,{59F46909-B069-4D36-B2B0-267A6C36613F},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1653,LABQA,2019-06-10T07:00:00Z,1,LCS,LABQA,64375-BS1,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,23.0,=,1,1,None,23.6,PEL,PR 97,{967D0360-48E3-49B3-94F3-C6CDFAB47CF6},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1691,LABQA,2019-06-10T07:00:00Z,1,LCS,LABQA,64375-BS2,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,2,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,24.0,=,1,1,None,23.6,PEL,"PR 102, RPD 5",{08A0C160-E759-44A5-9283-19750DA3E08A},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1746,845PS0011,2019-06-06T07:00:00Z,1,Grab,SGLR0011,64376-R1,Physis_C-42129_W_pH,2019-06-07T22:00:00Z,1,samplewater,SM 4500-H+ B,pH,None,None,1,7.71,=,0.1,0.1,H,-88,PEL,,{8FF9C3C9-EF8C-4463-B71A-D78342D6479C},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1770,845PS0011,2019-06-06T07:00:00Z,1,Grab,SGLR0011,64376-R1,Physis_C-42130_W_TURB,2019-06-07T23:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,6.81,=,0.02,0.02,None,-88,PEL,,{278A330C-E5F5-4EC6-B41A-2D563C7CC8A0},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1777,845PS0011,2019-06-06T07:00:00Z,1,Grab,SGLR0011,64376-R1,Physis_C-42133_W_SpecCon,2019-06-14T17:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,1320.0,=,1,1,None,-88,PEL,,{6047B838-7F9A-49CD-AA41-1C2995DC0B07},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1781,845PS0011,2019-06-06T07:00:00Z,1,Grab,SGLR0011,64376-R1,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,189.0,=,1,1,None,-88,PEL,,{3828DEDE-33B0-4E7D-9D28-5D67EB4498E6},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1807,845PS0011,2019-06-06T07:00:00Z,1,Grab,SGLR0011,64376-R2,Physis_C-42130_W_TURB,2019-06-07T23:00:00Z,2,samplewater,EPA 180.1,Turbidity,Total,NTU,1,6.92,=,0.02,0.02,None,-88,PEL,RPD 2,{FC3D734F-C13C-4B4D-964F-6B1A49C03366},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1815,845PS0011,2019-06-06T07:00:00Z,1,Grab,SGLR0011,64376-R2,Physis_C-42133_W_SpecCon,2019-06-14T17:00:00Z,2,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,1310.0,=,1,1,None,-88,PEL,RPD 1,{33921BBD-8686-4B47-9783-9599DE6B4610},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1862,LABQA,2019-06-07T07:00:00Z,1,LabBlank,LABQA,64378-B1,Physis_C-42130_W_TURB,2019-06-07T23:00:00Z,1,blankwater,EPA 180.1,Turbidity,Total,NTU,1,-88.0,ND,0.02,0.02,None,-88,PEL,,{DF7CC5E7-C0C9-490F-9284-38B4B64DE61A},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1866,LABQA,2019-06-10T07:00:00Z,1,LabBlank,LABQA,64378-B1,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88.0,ND,1,1,None,-88,PEL,,{AC17EB0E-3107-41CF-99A7-23F836914FE1},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1904,LABQA,2019-06-10T07:00:00Z,1,LCS,LABQA,64378-BS1,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,23.0,=,1,1,None,23.6,PEL,PR 97,{815B5111-CE2D-4C7B-8EB5-F63B76D00CFC},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1945,LABQA,2019-06-10T07:00:00Z,1,LCS,LABQA,64378-BS2,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,2,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,24.0,=,1,1,None,23.6,PEL,"PR 102, RPD 5",{A432C948-1AB2-4022-B48C-F1476D6EE1F6},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1967,SMC01726,2019-06-06T07:00:00Z,1,Grab,SGLR01726,64379-R1,Physis_C-42130_W_TURB,2019-06-07T23:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,2.33,=,0.02,0.02,None,-88,PEL,,{7BF31A07-5E53-412A-8D2D-B1EE9349393D},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1969,SMC01726,2019-06-06T07:00:00Z,1,Grab,SGLR01726,64379-R1,Physis_C-42129_W_pH,2019-06-07T22:00:00Z,1,samplewater,SM 4500-H+ B,pH,None,None,1,8.42,=,0.1,0.1,H,-88,PEL,,{BD6A5F1C-BC5F-464A-8CF6-381F3F715CE1},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
1971,SMC01726,2019-06-06T07:00:00Z,1,Grab,SGLR01726,64379-R1,Physis_C-42133_W_SpecCon,2019-06-14T17:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,1150.0,=,1,1,None,-88,PEL,,{38CFB1F4-2EF6-4EBA-AD76-D92CE6360E83},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2000,SMC01726,2019-06-06T07:00:00Z,1,Grab,SGLR01726,64379-R1,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,144.0,=,1,1,None,-88,PEL,,{7014A474-0E02-4819-B7E0-CFF24144A2D5},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2015,SMC01726,2019-06-06T07:00:00Z,1,Grab,SGLR01726,64379-R2,Physis_C-42129_W_pH,2019-06-07T22:00:00Z,2,samplewater,SM 4500-H+ B,pH,None,None,1,8.41,=,0.1,0.1,H,-88,PEL,RPD 0,{FA88B75F-5E56-48FC-BC86-900D7EBFE5B4},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2019,SMC01726,2019-06-06T07:00:00Z,1,Grab,SGLR01726,64379-R2,Physis_C-42133_W_SpecCon,2019-06-14T17:00:00Z,2,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,1160.0,=,1,1,None,-88,PEL,RPD 1,{FE417995-C183-47C9-9FC6-4F794B8952CE},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2060,LABQA,2019-06-10T07:00:00Z,1,LabBlank,LABQA,64381-B1,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88.0,ND,1,1,None,-88,PEL,,{438FCAFE-DA32-4295-A70E-ECBFA1C2195D},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2062,LABQA,2019-06-07T07:00:00Z,1,LabBlank,LABQA,64381-B1,Physis_C-42130_W_TURB,2019-06-07T23:00:00Z,1,blankwater,EPA 180.1,Turbidity,Total,NTU,1,-88.0,ND,0.02,0.02,None,-88,PEL,,{6930B743-629A-4849-A7C5-08498721A530},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2102,LABQA,2019-06-10T07:00:00Z,1,LCS,LABQA,64381-BS1,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,23.0,=,1,1,None,23.6,PEL,PR 97,{5D388874-70AA-41A3-AA5A-5C4214163F0F},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2144,LABQA,2019-06-10T07:00:00Z,1,LCS,LABQA,64381-BS2,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,2,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,24.0,=,1,1,None,23.6,PEL,"PR 102, RPD 5",{96DB6A75-4C7C-4558-8F4E-C2CF02CD3F3C},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2166,SMC00702,2019-06-06T07:00:00Z,1,MS1,SGLR00702,64382-MS1,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,131.0,=,1,1,None,23.6,PEL,PR 89,{A3FC4F1E-A2B6-44B7-A5BC-E8334E3EDDC5},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2168,SMC00702,2019-06-06T07:00:00Z,1,MS1,SGLR00702,64382-MS2,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,132.0,=,1,1,None,23.6,PEL,"PR 93, RPD 4",{A3B84D45-6EC1-4C14-BDE4-46CB232390FB},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2178,SMC00702,2019-06-06T07:00:00Z,1,Grab,SGLR00702,64382-R1,Physis_C-42129_W_pH,2019-06-07T22:00:00Z,1,samplewater,SM 4500-H+ B,pH,None,None,1,8.93,=,0.1,0.1,H,-88,PEL,,{BD291F3C-AE8D-4943-AC42-F46552E91348},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2193,SMC00702,2019-06-06T07:00:00Z,1,Grab,SGLR00702,64382-R1,Physis_C-42133_W_SpecCon,2019-06-14T17:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,1660.0,=,1,1,None,-88,PEL,,{B5FD1331-90FA-4CB4-91FA-654C8825AC78},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2213,SMC00702,2019-06-06T07:00:00Z,1,Grab,SGLR00702,64382-R1,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,110.0,=,1,1,None,-88,PEL,,{D2A7237A-2A95-4730-9D1F-FA4A6FE80DE2},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2217,SMC00702,2019-06-06T07:00:00Z,1,Grab,SGLR00702,64382-R1,Physis_C-42130_W_TURB,2019-06-07T23:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,0.91,=,0.02,0.02,None,-88,PEL,,{5E8FEF41-A54E-42D9-A60C-7DE7A205BF5F},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2219,SMC00702,2019-06-06T07:00:00Z,1,Grab,SGLR00702,64382-R2,Physis_C-42133_W_SpecCon,2019-06-14T17:00:00Z,2,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,1620.0,=,1,1,None,-88,PEL,RPD 2,{264987CA-9609-443D-9522-25B626E3165A},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2229,SMC00702,2019-06-06T07:00:00Z,1,Grab,SGLR00702,64382-R2,Physis_C-42131_W_ALK,2019-06-10T23:30:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,110.0,=,1,1,None,-88,PEL,RPD 0,{B277ABA4-9EF7-425A-8F7D-9D9080E72A85},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2272,901M14145,2019-06-27T07:00:00Z,1,Grab,901M14145,64848-R1,Physis_C-42141_W_pH,2019-06-28T16:00:00Z,1,samplewater,SM 4500-H+ B,pH,None,None,1,7.89,=,0.1,0.1,H,-88,PEL,,{2010756C-D6F6-4C93-9CF2-1A144208E20D},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2273,901M14145,2019-06-27T07:00:00Z,2,Grab,901M14145,64849-R1,Physis_C-42141_W_pH,2019-06-28T16:00:00Z,1,samplewater,SM 4500-H+ B,pH,None,None,1,7.9,=,0.1,0.1,H,-88,PEL,,{61189CE7-169A-4BB5-B72F-A12F70503090},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2274,901M14145,2019-06-27T07:00:00Z,1,Grab,901M14145,64848-R2,Physis_C-42141_W_pH,2019-06-28T16:00:00Z,2,samplewater,SM 4500-H+ B,pH,None,None,1,7.92,=,0.1,0.1,H,-88,PEL,RPD 0,{5FA4FB36-9BF8-4978-AAE2-8B2DE96D3A4B},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2275,901M14145,2019-06-27T07:00:00Z,1,Grab,901M14145,64848-R2,Physis_C-42142_W_TURB,2019-06-28T22:45:00Z,2,samplewater,EPA 180.1,Turbidity,Total,NTU,1,0.35,=,0.02,0.02,None,-88,PEL,RPD 6,{84D5329A-701E-4027-8CF1-56BC41864CA0},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2276,901M14145,2019-06-27T07:00:00Z,1,Grab,901M14145,64848-R1,Physis_C-42142_W_TURB,2019-06-28T22:45:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,0.37,=,0.02,0.02,None,-88,PEL,,{2A48D5C5-409F-4D2A-81C8-576B3690B5BA},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2277,901M14145,2019-06-27T07:00:00Z,2,Grab,901M14145,64849-R1,Physis_C-42142_W_TURB,2019-06-28T22:45:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,0.41,=,0.02,0.02,None,-88,PEL,,{66E655D5-04A4-4C50-9653-0CD7D8587703},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2278,LABQA,2019-06-28T07:00:00Z,1,LabBlank,LABQA,64844-B1,Physis_C-42142_W_TURB,2019-06-28T22:45:00Z,1,blankwater,EPA 180.1,Turbidity,Total,NTU,1,-88.0,ND,0.02,0.02,None,-88,PEL,,{9F4DC7DE-EB05-496D-8C5F-D702EF8CBB55},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2279,901M14145,2019-06-27T07:00:00Z,2,Grab,901M14145,64849-R1,Physis_C-42144_W_SpecCon,2019-07-09T17:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,1880.0,=,1,1,None,-88,PEL,,{72102B75-B427-454B-BAD0-2252289955C7},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2280,901M14145,2019-06-27T07:00:00Z,1,Grab,901M14145,64848-R1,Physis_C-42144_W_SpecCon,2019-07-09T17:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,1880.0,=,1,1,None,-88,PEL,,{E61CA6D1-20AF-4EEC-8F15-EDFDA1A95313},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2281,901M14145,2019-06-27T07:00:00Z,1,Grab,901M14145,64848-R2,Physis_C-42144_W_SpecCon,2019-07-09T17:00:00Z,2,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,1900.0,=,1,1,None,-88,PEL,RPD 1,{B87D886D-A44D-471E-9DD9-704572C40D58},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2282,901M14145,2019-06-27T07:00:00Z,1,Grab,901M14145,64848-R1,Physis_C-42148_W_ALK,2019-07-11T17:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,196.0,=,1,1,None,-88,PEL,,{E0B22A01-6168-4C70-BDDA-6D1E83BF303C},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2283,901M14145,2019-06-27T07:00:00Z,2,MS1,901M14145,64849-MS1,Physis_C-42148_W_ALK,2019-07-11T17:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,218.0,=,1,1,None,23.6,PEL,PR 97,{3DB8A9E0-0560-4E22-BA6E-67AB33730413},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2284,901M14145,2019-06-27T07:00:00Z,2,Grab,901M14145,64849-R1,Physis_C-42148_W_ALK,2019-07-11T17:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,195.0,=,1,1,None,-88,PEL,,{252E1486-95FF-4513-9A63-305D2260985F},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2285,901M14145,2019-06-27T07:00:00Z,2,Grab,901M14145,64849-R2,Physis_C-42148_W_ALK,2019-07-11T17:00:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,195.0,=,1,1,None,-88,PEL,RPD 0,{18413F1D-A13D-4EDA-ABA4-86DD178AF03C},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2286,LABQA,2019-07-11T07:00:00Z,1,LCS,LABQA,64844-BS1,Physis_C-42148_W_ALK,2019-07-11T17:00:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,23.0,=,1,1,None,23.6,PEL,PR 97,{B705C24D-04B8-4FDE-9B8F-3B3DEED39B07},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2287,901M14145,2019-06-27T07:00:00Z,2,MS1,901M14145,64849-MS2,Physis_C-42148_W_ALK,2019-07-11T17:00:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,219.0,=,1,1,None,23.6,PEL,"PR 102, RPD 5",{15D923B6-1760-41C1-8517-9F1CA1905758},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2288,LABQA,2019-07-11T07:00:00Z,1,LCS,LABQA,64844-BS2,Physis_C-42148_W_ALK,2019-07-11T17:00:00Z,2,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,23.0,=,1,1,None,23.6,PEL,"PR 97, RPD 0",{9419A498-D004-46EB-92B1-288084C28799},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2289,LABQA,2019-07-11T07:00:00Z,1,LabBlank,LABQA,64844-B1,Physis_C-42148_W_ALK,2019-07-11T17:00:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88.0,ND,1,1,None,-88,PEL,,{9CA94FB3-0ADF-450F-B615-2A97A481EE39},checker,2019-09-27T22:44:54Z,checker,2019-09-27T22:44:54Z,karin@aquaticbioassay.com,ABCL,OCPW,2019,SMC,NA,1569624294
2577,907M23405,2019-05-20T07:00:00Z,1,Grab,907M23405,9E22026-01,WKL_W9E1392_W_ALK,2019-05-30T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,75.0,=,0.56,5,None,-88,WKL,,{70AC864D-B7E1-4807-BBEC-C6C0E7FE200F},checker,2019-10-31T23:31:09Z,checker,2019-10-31T23:31:09Z,john.rudolph@woodplc.com,AMEC,San_Diego_River_WMA,2019,SMC,NA,1572564669
3096,404M04674,2019-05-09T07:00:00Z,1,Grab,404M04674,9E10052-01,W9E0717,2019-05-14T20:56:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,190.0,=,0.56,2,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{823FFB67-0706-43B3-BCF7-D2D09931453F},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3097,408M03100,2019-05-09T07:00:00Z,1,Grab,408M03100,9E10052-02,W9E0717,2019-05-14T20:56:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,310.0,=,0.56,2,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{F9782F75-DE25-4778-98E2-4573984E101A},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3098,LABQA,2019-05-14T07:00:00Z,1,LabBlank,W9E0717-BLK1,W9E0717-BL1,W9E0717,2019-05-14T20:56:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-0.56,ND,0.56,2,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{8D0B8193-1174-47CD-AB1A-9D054BE14444},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3099,LABQA,2019-05-14T07:00:00Z,1,LCS,W9E0717-BS1,W9E0717-BS1,W9E0717,2019-05-14T20:56:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,251.0,=,0.56,2,None,250,WKL,"PR 100, ""None"" 01/Jan/1950 00:00",{5A73B939-97CF-4030-B1F5-A24944B163D0},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3100,403M01560,2019-05-15T07:00:00Z,1,Grab,403M01560,9E16027-02,W9E1276,2019-05-24T21:38:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,180.0,=,0.56,2,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{BCE364CD-58AA-4AC3-8338-C70E1A0C5274},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
