objectid,stationcode,sampledate,fieldreplicate,sampletypecode,fieldsampleid,labsampleid,labbatch,analysisdate,labreplicate,matrixname,methodname,analytename,fractionname,unit,dilfactor,result,resqualcode,mdl,rl,qacode,expectedvalue,labagencycode,labresultcomments,globalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,login_owner,login_year,login_project,lastchangedate,submissionid
3204,LABQA,2019-07-02T07:00:00Z,1,LCS,W9F1587-BS2,W9F1587-BS2,W9F1587,2019-07-03T00:42:00Z,3,labwater,EPA 350.1,Ammonia as N,Total,mg/L,1,0.262,=,0.048,0.1,None,0.25,WKL,"PR 105, ""LabAcidified"" 28/Jun/2019 14:55",{3DA0548E-8E69-4793-AE5E-F48148B04EE9},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3205,SMC00027,2019-06-18T07:00:00Z,1,Grab,SMC00027,9F19061-01,W9F1587,2019-07-03T00:42:00Z,1,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.048,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 18/Jun/2019 10:40",{CA9F6696-AEEB-4CE0-BECC-AFC345C94681},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3206,SMC00271,2019-06-19T07:00:00Z,2,Grab,FIELD DUP,9F20023-03,W9F1587,2019-07-03T00:42:00Z,1,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.048,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 19/Jun/2019 12:05",{699A0FF6-03C5-4A71-A47E-F16B2F3F55F8},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3207,SMC00271,2019-06-19T07:00:00Z,1,Grab,SMC00271,9F20023-02,W9F1587,2019-07-03T00:42:00Z,1,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.048,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 19/Jun/2019 12:05",{DEBA8E8D-A6FA-4D64-861C-270CE46D8C4E},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3208,SMC00271,2019-06-19T07:00:00Z,1,MS1,SMC00271,W9F1587-MS2,W9F1587,2019-07-03T00:42:00Z,3,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,0.252,=,0.048,0.1,None,0.25,WKL,"PR 101, ""LabAcidified"" 19/Jun/2019 12:05",{089B450A-60CE-4A83-8D6C-EE7BAB447489},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3209,SMC00271,2019-06-19T07:00:00Z,1,MS1,SMC00271,W9F1587-MS2,W9F1587,2019-07-03T00:42:00Z,4,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,0.25,=,0.048,0.1,None,0.25,WKL,"PR 100,RPD 0.7, ""LabAcidified"" 19/Jun/2019 12:05",{FD0316A3-FD82-47C4-9D2E-CF829B5BCFA2},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3210,408M03111,2019-07-25T07:00:00Z,1,Grab,408M03111,9G26024-02,W9G1569,2019-08-01T01:26:00Z,1,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,1.1,=,0.048,0.1,None,-88,WKL,"""LabAcidified"" 25/Jul/2019 10:35",{F515AC56-E227-492F-92C8-AA3E0C1FC609},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3211,LABQA,2019-07-31T07:00:00Z,1,LabBlank,W9G1569-BLK1,W9G1569-BL1,W9G1569,2019-08-01T01:26:00Z,1,labwater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.048,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 30/Jul/2019 10:26",{21DBAC1F-5EB2-42FB-A0B1-7D7B0D4D1E02},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3212,LABQA,2019-07-31T07:00:00Z,1,LabBlank,W9G1569-BLK2,W9G1569-BL2,W9G1569,2019-08-01T01:26:00Z,2,labwater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.048,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 30/Jul/2019 10:26",{61CA5844-F031-4383-B91E-C0053C860E5D},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3213,LABQA,2019-07-31T07:00:00Z,1,LCS,W9G1569-BS1,W9G1569-BS1,W9G1569,2019-08-01T01:26:00Z,1,labwater,EPA 350.1,Ammonia as N,Total,mg/L,1,0.255,=,0.048,0.1,None,0.25,WKL,"PR 102, ""LabAcidified"" 30/Jul/2019 10:26",{62B97BC0-6C5D-4B4C-8E38-C71B85E51CE5},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3214,LABQA,2019-07-31T07:00:00Z,1,LCS,W9G1569-BS2,W9G1569-BS2,W9G1569,2019-08-01T01:26:00Z,3,labwater,EPA 350.1,Ammonia as N,Total,mg/L,1,0.256,=,0.048,0.1,None,0.25,WKL,"PR 103, ""LabAcidified"" 30/Jul/2019 10:26",{AF74299F-A49B-439E-B8E2-A2F469AF51CB},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3215,ME-CC,2019-07-25T07:00:00Z,1,Grab,ME-CC,9G26024-03,W9G1569,2019-08-01T01:26:00Z,1,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,0.1,=,0.048,0.1,None,-88,WKL,"""LabAcidified"" 25/Jul/2019 12:50",{68CB8BD3-2946-4037-BDE7-5102CC6DE77B},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3216,SMC00836,2019-07-25T07:00:00Z,1,Grab,SMC00836,9G26024-01,W9G1569,2019-08-01T01:26:00Z,1,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,0.25,=,0.048,0.1,None,-88,WKL,"""LabAcidified"" 25/Jul/2019 07:40",{E0111B85-AC3D-4365-A0C4-598974AA54DC},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3217,LABQA,2019-08-07T07:00:00Z,1,LabBlank,W9H0268-BLK1,W9H0268-BL1,W9H0268,2019-08-07T19:10:00Z,1,labwater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.048,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 06/Aug/2019 11:40",{75DEB09E-24CF-44A1-B626-A383928BFE72},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3218,LABQA,2019-08-07T07:00:00Z,1,LabBlank,W9H0268-BLK2,W9H0268-BL2,W9H0268,2019-08-07T19:10:00Z,2,labwater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.048,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 06/Aug/2019 11:40",{9B19F647-561A-4B76-9D05-FE52AE532E24},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3219,LABQA,2019-08-07T07:00:00Z,1,LCS,W9H0268-BS1,W9H0268-BS1,W9H0268,2019-08-07T19:10:00Z,1,labwater,EPA 350.1,Ammonia as N,Total,mg/L,1,0.259,=,0.048,0.1,None,0.25,WKL,"PR 104, ""LabAcidified"" 06/Aug/2019 11:40",{31DDC155-AC96-4663-BB9A-E64D25E4BFC0},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3220,LABQA,2019-08-07T07:00:00Z,1,LCS,W9H0268-BS2,W9H0268-BS2,W9H0268,2019-08-07T19:10:00Z,3,labwater,EPA 350.1,Ammonia as N,Total,mg/L,1,0.258,=,0.048,0.1,None,0.25,WKL,"PR 103, ""LabAcidified"" 06/Aug/2019 11:40",{FDB50754-CFB2-4AAC-B7C8-FD651B2B894C},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3221,ME-VR2,2019-07-31T07:00:00Z,1,Grab,ME-VR2,9G31060-01,W9H0268,2019-08-07T19:10:00Z,1,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.048,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 31/Jul/2019 08:15",{094BA1B4-E097-489C-B2FE-E956E2A816E0},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3317,000NONPJ,2019-06-19T07:00:00Z,1,Grab,9F11143-07,9F11143-07,W9F0836,2019-06-19T20:37:00Z,1,samplewater,EPA 351.2,"Nitrogen, Total Kjeldahl",Total,mg/L,1,0.187,=,0.05,0.1,None,-88,WKL,"""LabAcidified"" 14/Jun/2019 17:22",{121D7ACB-41C7-4C73-BEF4-4B082AFEDC65},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3318,000NONPJ,2019-06-19T07:00:00Z,1,Grab,9F11143-08,9F11143-08,W9F0836,2019-06-19T20:37:00Z,2,samplewater,EPA 351.2,"Nitrogen, Total Kjeldahl",Total,mg/L,1,0.15,=,0.05,0.1,None,-88,WKL,"""LabAcidified"" 14/Jun/2019 17:22",{AB509E03-1942-4508-ADCD-C3CE82F00B93},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3475,000NONPJ,2019-05-21T07:00:00Z,1,Grab,9E14102-03,9E14102-03,W9E0897,2019-05-21T20:34:00Z,3,samplewater,EPA 351.2,"Nitrogen, Total Kjeldahl",Total,mg/L,1,0.191,=,0.05,0.1,None,-88,WKL,"""LabAcidified"" 16/May/2019 13:16",{BFECB904-4887-4C52-BA09-2A921E663C9D},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3476,000NONPJ,2019-05-21T07:00:00Z,1,Grab,9E14102-04,9E14102-04,W9E0897,2019-05-21T20:34:00Z,5,samplewater,EPA 351.2,"Nitrogen, Total Kjeldahl",Total,mg/L,1,0.307,=,0.05,0.1,None,-88,WKL,"""LabAcidified"" 16/May/2019 13:16",{FC699245-58ED-4D25-90B8-14E77797AF36},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3477,000NONPJ,2019-05-21T07:00:00Z,1,Grab,9E15064-01,9E15064-01,W9E0897,2019-05-21T20:34:00Z,1,samplewater,EPA 351.2,"Nitrogen, Total Kjeldahl",Total,mg/L,1,0.0621,DNQ,0.05,0.1,None,-88,WKL,"""LabAcidified"" 16/May/2019 13:16",{846939CB-EFB5-4D2A-BD47-BBDBACF679A9},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3526,000NONPJ,2019-05-28T07:00:00Z,1,Grab,9E10050-04,9E10050-04,W9E0929,2019-05-28T23:17:00Z,1,samplewater,EPA 353.2,Nitrate + Nitrite as N,Total,mg/L,1,1.65,=,0.083,0.2,None,-88,WKL,"""LabAcidified"" 16/May/2019 16:55",{556F4C54-B977-4211-A2EB-B85186216A77},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3527,000NONPJ,2019-05-28T07:00:00Z,1,Grab,9E10050-05,9E10050-05,W9E0929,2019-05-28T23:20:00Z,3,samplewater,EPA 353.2,Nitrate + Nitrite as N,Total,mg/L,1,1.75,=,0.083,0.2,None,-88,WKL,"""LabAcidified"" 16/May/2019 16:55",{A4AAA2B4-0F68-4218-BD7D-9EF761FA22B5},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3591,000NONPJ,2019-06-26T07:00:00Z,1,Grab,9F18069-01,9F18069-01,W9F1136,2019-06-26T19:12:00Z,3,samplewater,EPA 353.2,Nitrate + Nitrite as N,Total,mg/L,1,0.698,=,0.083,0.2,None,-88,WKL,"""LabAcidified"" 20/Jun/2019 14:32",{9ACA0FC2-D419-46E2-910F-DCC8BA2260DB},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3592,000NONPJ,2019-06-26T07:00:00Z,1,Grab,9F18069-02,9F18069-02,W9F1136,2019-06-26T19:15:00Z,5,samplewater,EPA 353.2,Nitrate + Nitrite as N,Total,mg/L,1,1.13,=,0.083,0.2,None,-88,WKL,"""LabAcidified"" 20/Jun/2019 14:32",{D76A4051-78E7-4923-868B-1689769D8211},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3593,000NONPJ,2019-06-26T07:00:00Z,1,Grab,9F18091-02,9F18091-02,W9F1136,2019-06-26T19:47:00Z,1,samplewater,EPA 353.2,Nitrate + Nitrite as N,Total,mg/L,1,-0.083,ND,0.083,0.2,None,-88,WKL,"""LabAcidified"" 20/Jun/2019 14:32",{6891D33C-A9D8-4EFA-A7FA-C2A11D237CF4},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3594,000NONPJ,2019-06-26T07:00:00Z,1,Grab,9F18091-02,W9F1136-DU1,W9F1136,2019-06-26T19:47:00Z,2,samplewater,EPA 353.2,Nitrate + Nitrite as N,Total,mg/L,1,-0.083,ND,0.083,0.2,None,-88,WKL,"""LabAcidified"" 20/Jun/2019 14:32",{8CBB4505-A2CD-4769-983D-F2CEDA74DE42},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3595,000NONPJ,2019-07-03T07:00:00Z,1,Grab,9F18069-04,9F18069-04,W9F1145,2019-07-03T20:47:00Z,1,samplewater,EPA 365.1,Phosphorus as P,Total,mg/L,1,0.00373,=,0.00139,0.01,None,-88,WKL,"""LabAcidified"" 20/Jun/2019 16:13",{05B17EAE-899C-4870-976B-12B38D8DA819},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3667,000NONPJ,2019-07-03T07:00:00Z,1,Grab,9F18069-05,9F18069-05,W9F1145,2019-07-03T20:51:00Z,3,samplewater,EPA 365.1,Phosphorus as P,Total,mg/L,1,0.00434,=,0.00139,0.01,None,-88,WKL,"""LabAcidified"" 20/Jun/2019 16:13",{250F06ED-BF51-42E7-B8EA-5FFD7E98F318},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3668,000NONPJ,2019-05-23T07:00:00Z,1,Grab,9E14102-08,9E14102-08,W9E1040,2019-05-23T19:58:00Z,1,samplewater,EPA 351.2,"Nitrogen, Total Kjeldahl",Total,mg/L,1,0.212,=,0.05,0.1,None,-88,WKL,"""LabAcidified"" 20/May/2019 09:38",{43C16EC5-E2B1-4D49-A9EA-9DE55D074282},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3669,000NONPJ,2019-05-30T07:00:00Z,1,Grab,9E10050-02,9E10050-02,W9E1043,2019-05-30T22:16:00Z,1,samplewater,EPA 365.1,Phosphorus as P,Total,mg/L,1,0.0221,=,0.00139,0.01,None,-88,WKL,"""LabAcidified"" 20/May/2019 10:06",{15476FD3-9712-4ACE-BB1A-CB7AB2BF91F4},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3670,000NONPJ,2019-05-30T07:00:00Z,1,Grab,9E10050-05,9E10050-05,W9E1043,2019-05-30T22:21:00Z,3,samplewater,EPA 365.1,Phosphorus as P,Total,mg/L,1,0.00545,=,0.00139,0.01,None,-88,WKL,"""LabAcidified"" 20/May/2019 10:06",{80FFB963-B1F6-4C9B-A149-813E4FC2C063},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3671,000NONPJ,2019-06-22T07:00:00Z,1,Grab,9F18092-01,9F18092-01,W9F1181,2019-06-22T22:56:00Z,1,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.048,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 21/Jun/2019 11:32",{093037A0-41F1-4F3D-8B3B-B6BDF948B17A},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3672,000NONPJ,2019-06-22T07:00:00Z,1,Grab,9F18092-01,W9F1181-DU1,W9F1181,2019-06-22T22:56:00Z,2,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.048,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 21/Jun/2019 11:32",{476BDCF8-6289-4343-9114-8120D54283DE},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3743,000NONPJ,2019-06-22T07:00:00Z,1,Grab,9F19080-13,9F19080-13,W9F1181,2019-06-22T22:56:00Z,3,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.1,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 21/Jun/2019 11:32",{0F12C373-BED5-48C7-A5B5-CED20D14CDEE},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3744,000NONPJ,2019-06-22T07:00:00Z,1,Grab,9F19080-14,9F19080-14,W9F1181,2019-06-22T22:56:00Z,5,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,0.807,=,0.048,0.1,None,-88,WKL,"""LabAcidified"" 21/Jun/2019 11:32",{82558FBA-F32C-4E70-A41B-2C24441D8E53},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3745,000NONPJ,2019-05-24T07:00:00Z,1,Grab,9E15064-02,9E15064-02,W9E1202,2019-05-25T01:08:00Z,1,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,0.051,DNQ,0.048,0.1,None,-88,WKL,"""LabAcidified"" 22/May/2019 12:27",{2E52C5EC-279D-434B-9282-1D5F96E94E18},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3757,000NONPJ,2019-05-24T07:00:00Z,1,Grab,9E21016-03,9E21016-03,W9E1202,2019-05-25T01:08:00Z,3,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.1,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 22/May/2019 12:27",{DD7F8712-E773-4F12-9AB7-1FFF8E3ACA9B},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3758,000NONPJ,2019-07-01T07:00:00Z,1,Grab,9F18106-01,9F18106-01,W9F1454,2019-07-01T23:40:00Z,1,samplewater,EPA 353.2,Nitrate + Nitrite as N,Total,mg/L,1,7.31,=,0.083,0.2,None,-88,WKL,"""LabAcidified"" 26/Jun/2019 13:58",{8E59610C-E25D-463B-A64B-02BA466C0724},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3759,000NONPJ,2019-07-01T07:00:00Z,1,Grab,9F18106-02,9F18106-02,W9F1454,2019-07-01T23:43:00Z,3,samplewater,EPA 353.2,Nitrate + Nitrite as N,Total,mg/L,1,0.88,=,0.083,0.2,None,-88,WKL,"""LabAcidified"" 26/Jun/2019 13:58",{EA8E35D2-0284-439B-BB02-9AC83C6463CA},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3771,000NONPJ,2019-07-02T07:00:00Z,1,Grab,9F21033-02,9F21033-02,W9F1587,2019-07-03T00:42:00Z,1,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.048,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 28/Jun/2019 14:55",{9B2B7B43-1F11-4130-9AC0-61B04D856203},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3772,000NONPJ,2019-07-02T07:00:00Z,1,Grab,9F21033-02,W9F1587-DU1,W9F1587,2019-07-03T00:42:00Z,2,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.048,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 28/Jun/2019 14:55",{23263434-850C-4ED2-8A3D-B2597AC2F616},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3773,000NONPJ,2019-08-09T07:00:00Z,1,Grab,9G24103-03,9G24103-03,W9G1534,2019-08-09T19:54:00Z,1,samplewater,EPA 351.2,"Nitrogen, Total Kjeldahl",Total,mg/L,1,0.11599999999999999,=,0.05,0.1,None,-88,WKL,"""LabAcidified"" 29/Jul/2019 17:05",{ED72580C-82D9-4B5D-999C-0EE6216FE844},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3785,000NONPJ,2019-07-31T07:00:00Z,1,Grab,9G23111-01,9G23111-01,W9G1569,2019-08-01T01:26:00Z,1,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.1,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 30/Jul/2019 10:26",{67A4384F-1AB4-4C4E-B8C0-5241AE15F351},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3786,000NONPJ,2019-07-31T07:00:00Z,1,Grab,9G29069-01,9G29069-01,W9G1569,2019-08-01T01:26:00Z,3,samplewater,EPA 350.1,Ammonia as N,Total,mg/L,1,-0.1,ND,0.048,0.1,None,-88,WKL,"""LabAcidified"" 30/Jul/2019 10:26",{CD1CBAFD-BBF3-4F99-9C18-BFCDC8F96A30},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3787,000NONPJ,2019-06-11T07:00:00Z,1,Grab,9F10121-01,9F10121-01,W9F0561,2019-06-12T01:32:00Z,1,samplewater,EPA 365.3,OrthoPhosphate as P,Total,mg/L,1,0.195,=,8.3e-4,0.01,None,-88,WKL,"""LabFiltered"" 11/Jun/2019 14:17",{9DA27EB6-56FA-450E-BA56-4E696A41B937},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3807,000NONPJ,2019-05-16T07:00:00Z,1,Grab,9E15064-01,9E15064-01,W9E0903,2019-05-17T01:03:00Z,3,samplewater,EPA 365.3,OrthoPhosphate as P,Total,mg/L,1,0.037000000000000005,=,8.3e-4,0.01,None,-88,WKL,"""LabFiltered"" 16/May/2019 14:22",{1C5553CF-636E-4D1D-A0D8-9004960725A6},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3808,000NONPJ,2019-06-18T07:00:00Z,1,Grab,9F18091-01,9F18091-01,W9F0976,2019-06-19T01:32:00Z,1,samplewater,EPA 365.3,OrthoPhosphate as P,Total,mg/L,1,0.055999999999999994,=,8.3e-4,0.01,None,-88,WKL,"""LabFiltered"" 18/Jun/2019 13:23",{4C061182-9CAA-4F0E-830B-396F1809F333},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3820,000NONPJ,2019-06-18T07:00:00Z,1,Grab,9F18092-01,9F18092-01,W9F0976,2019-06-19T01:32:00Z,3,samplewater,EPA 365.3,OrthoPhosphate as P,Total,mg/L,1,0.054000000000000006,=,8.3e-4,0.01,None,-88,WKL,"""LabFiltered"" 18/Jun/2019 13:23",{334FB8F6-6F3D-477C-AE31-FBB4AD38334C},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3821,000NONPJ,2019-06-19T07:00:00Z,1,Grab,9F19054-01,9F19054-01,W9F1079,2019-06-20T02:49:00Z,1,samplewater,EPA 365.3,OrthoPhosphate as P,Total,mg/L,1,0.078,=,8.3e-4,0.01,None,-88,WKL,"""LabFiltered"" 19/Jun/2019 18:01",{2650DCB6-8FEF-4460-B3ED-79B9A2C949D4},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
3822,000NONPJ,2019-06-19T07:00:00Z,1,Grab,9F19068-01,9F19068-01,W9F1079,2019-06-20T02:49:00Z,3,samplewater,EPA 365.3,OrthoPhosphate as P,Total,mg/L,1,0.10400000000000001,=,8.3e-4,0.01,None,-88,WKL,"""LabFiltered"" 19/Jun/2019 18:01",{1902CB87-3E82-432D-B2FE-E1603614AB5C},checker,2019-11-01T15:40:45Z,checker,2019-11-01T15:40:45Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2019,SMC,NA,1572622845
